date,ticker,name,stock_exchange,sector,economic_risk_region,avg_daily_volume_m,market_cap_b,revenue_b,net_income_b,operating_margin,price_ltm_sales,pe_ratio,fcf_yield,return_on_common,cash_ratio,price_52w_high_pct
2023-10-01,ENPH,Enphase Energy,NasdaqGM,Information Technology,Developed,3.716,16.333,2.796,0.573,22.8%,5.8x,28.5x,5.3%,80.4%,242.1%,35.3%
2023-10-01,DOCN,DigitalOcean Holdings,NYSE,Information Technology,Developed,1.866,2.135,0.65,-0.018,-0.2%,3.3x,-117.4x,5.4%,16.6%,329.0%,46.5%
2023-10-01,COHU,Cohu,NasdaqGS,Information Technology,Developed,0.29,1.639,0.746,0.073,13.1%,2.2x,22.5x,7.3%,7.9%,269.0%,78.3%
2023-10-01,AGYS,Agilysys,NasdaqGS,Information Technology,Developed,0.123,1.655,0.207,0.058,5.8%,8.0x,147.0x,1.5%,10.6%,144.9%,75.0%
2023-09-01,SYNA,Synaptics,NasdaqGS,Information Technology,Developed,0.543,3.476,1.355,0.074,11.4%,2.6x,47.2x,8.6%,5.9%,359.2%,62.6%
2023-09-01,SQSP,Squarespace,NYSE,Information Technology,Developed,0.622,4.087,0.931,-0.22,8.3%,4.4x,-18.6x,4.5%,131.8%,56.4%,87.7%
2023-09-01,RNG,RingCentral,NYSE,Information Technology,Developed,1.417,3.023,2.107,-0.645,-11.0%,1.4x,-4.7x,8.3%,253.0%,38.0%,64.7%
2023-09-01,PRO,PROS,NYSE,Information Technology,Developed,0.342,1.652,0.29,-0.063,-21.8%,5.7x,-26.0x,-1.5%,165.9%,60.5%,91.8%
2023-09-01,PRF,PRF,NasdaqGM,Information Technology,Developed,0.313,2.189,0.923,0.103,15.8%,2.4x,21.3x,6.5%,24.4%,77.2%,64.9%
2023-09-01,PLAB,Photronics,NasdaqGS,Information Technology,Developed,0.573,1.512,0.871,0.193,28.4%,1.7x,12.4x,9.7%,13.9%,223.0%,89.7%
2023-09-01,NTNX,Nutanix,NasdaqGS,Information Technology,Developed,1.597,8.228,1.863,-0.255,-8.8%,4.4x,-32.3x,2.5%,34.0%,126.5%,95.6%
2023-09-01,MXL,MaxLinear,NasdaqGS,Information Technology,Developed,1.37,1.952,1.009,0.065,12.9%,1.9x,30.2x,8.6%,9.8%,101.4%,55.2%
2023-09-01,KEYS,Keysight Technologies,NYSE,Information Technology,Developed,1.246,23.774,5.596,1.13,25.7%,4.2x,21.0x,5.1%,25.6%,192.2%,70.7%
2023-09-01,EXTR,Extreme Networks,NasdaqGS,Information Technology,Developed,2.232,3.529,1.312,0.078,8.5%,2.7x,45.2x,6.7%,75.4%,40.8%,82.9%
2023-09-01,EPAM,EPAM Systems,NYSE,Information Technology,Developed,0.599,14.986,4.839,0.533,13.5%,3.1x,28.1x,3.7%,18.1%,316.5%,58.8%
2023-09-01,ENPH,Enphase Energy,NasdaqGM,Information Technology,Developed,3.719,17.499,2.796,0.573,22.8%,6.3x,30.6x,4.9%,80.4%,242.1%,37.9%
2023-09-01,DOCN,DigitalOcean Holdings,NYSE,Information Technology,Developed,1.856,2.378,0.65,-0.018,-0.2%,3.7x,-130.8x,4.8%,16.6%,329.0%,51.8%
2023-09-01,COHU,Cohu,NasdaqGS,Information Technology,Developed,0.29,1.795,0.746,0.073,13.1%,2.4x,24.7x,6.7%,7.9%,269.0%,85.7%
2023-09-01,AGYS,Agilysys,NasdaqGS,Information Technology,Developed,0.157,1.778,0.207,0.058,5.8%,8.6x,158.0x,1.4%,10.6%,144.9%,80.6%
2023-08-01,VYX,NCR Voyix,NYSE,Information Technology,Developed,1.31,3.701,0.787,0.104,8.7%,0.5x,41.1x,16.4%,6.4%,19.6%,74.4%
2023-08-01,VIAV,Viavi Solutions,NasdaqGS,Information Technology,Developed,1.777,2.454,1.178,0.042,10.4%,2.1x,58.3x,4.1%,6.0%,141.1%,68.9%
2023-08-01,SYNA,Synaptics,NasdaqGS,Information Technology,Developed,0.624,3.668,1.604,0.18,19.8%,2.3x,20.4x,9.8%,14.5%,347.3%,61.9%
2023-08-01,SPSC,SPS Commerce,NasdaqGS,Information Technology,Developed,0.195,6.42,0.493,0.062,14.7%,13.0x,104.0x,1.5%,11.2%,241.3%,89.2%
2023-08-01,RNG,RingCentral,NYSE,Information Technology,Developed,1.786,3.989,2.054,-0.783,-14.3%,1.9x,-5.1x,5.2%,369.9%,46.5%,75.5%
2023-08-01,PRF,PRF,NasdaqGM,Information Technology,Developed,0.302,2.124,0.923,0.103,15.8%,2.3x,20.7x,6.7%,24.4%,77.2%,55.3%
2023-08-01,NTNX,Nutanix,NasdaqGS,Information Technology,Developed,1.511,7.122,1.754,-0.391,-15.0%,4.1x,-18.2x,2.6%,51.8%,119.9%,89.6%
2023-08-01,NSSC,NAPCO,NasdaqGS,Information Technology,Developed,0.433,1.373,0.169,0.033,22.5%,8.1x,41.3x,0.7%,26.9%,320.2%,90.5%
2023-08-01,MXL,MaxLinear,NasdaqGS,Information Technology,Developed,1.232,1.986,1.105,0.101,15.5%,2.0x,30.7x,8.5%,9.8%,101.4%,56.1%
2023-08-01,EPAM,EPAM Systems,NYSE,Information Technology,Developed,0.698,13.867,4.864,0.432,12.9%,2.9x,32.1x,3.9%,15.2%,265.0%,51.7%
2023-08-01,ENPH,Enphase Energy,NasdaqGM,Information Technology,Developed,3.824,20.434,2.796,0.573,22.8%,7.3x,35.7x,4.2%,80.4%,242.1%,44.2%
2023-08-01,DV,DoubleVerify Holdings,NYSE,Communication Services,Developed,1.498,6.01,0.502,0.053,14.2%,12.0x,112.5x,1.1%,6.1%,446.0%,84.5%
2023-08-01,CRUS,Cirrus Logic,NasdaqGS,Information Technology,Developed,0.525,4.454,1.898,0.177,18.2%,2.3x,25.2x,6.8%,10.8%,222.2%,73.1%
2023-08-01,ALRM,Alarm.com Holdings,NasdaqGS,Information Technology,Developed,0.239,2.743,0.847,0.061,7.5%,3.2x,44.5x,1.4%,10.4%,376.1%,69.7%
2023-08-01,ALGM,Allegro MicroSystems,NasdaqGS,Information Technology,Developed,1.534,8.696,1.034,0.238,24.5%,8.4x,36.5x,1.1%,26.6%,230.2%,85.3%
2023-07-01,VYX,NCR Voyix,NYSE,Information Technology,Developed,1.336,3.538,0.787,0.104,8.7%,0.4x,39.3x,17.2%,6.4%,19.6%,71.1%
2023-07-01,VIAV,Viavi Solutions,NasdaqGS,Information Technology,Developed,1.891,2.52,1.178,0.042,10.4%,2.1x,59.9x,4.0%,6.0%,141.1%,70.8%
2023-07-01,SYNA,Synaptics,NasdaqGS,Information Technology,Developed,0.633,3.375,1.604,0.18,19.8%,2.1x,18.8x,10.6%,14.5%,347.3%,56.9%
2023-07-01,SQSP,Squarespace,NYSE,Information Technology,Developed,0.761,4.262,0.896,-0.159,5.6%,4.8x,-26.8x,4.0%,77.9%,49.0%,91.7%
2023-07-01,RPD,Rapid7,NasdaqGM,Information Technology,Developed,1.218,2.733,0.711,-0.106,-13.3%,3.8x,-25.9x,2.0%,85.6%,53.1%,60.5%
2023-07-01,RNG,RingCentral,NYSE,Information Technology,Developed,1.864,3.143,2.054,-0.783,-14.3%,1.5x,-4.0x,6.6%,369.9%,46.5%,53.3%
2023-07-01,NTNX,Nutanix,NasdaqGS,Information Technology,Developed,1.387,6.613,1.754,-0.391,-15.0%,3.8x,-16.9x,2.8%,51.8%,119.9%,83.2%
2023-07-01,NSSC,NAPCO,NasdaqGS,Information Technology,Developed,0.468,1.274,0.169,0.033,22.5%,7.6x,38.3x,0.7%,26.9%,320.2%,84.0%
2023-07-01,MXL,MaxLinear,NasdaqGS,Information Technology,Developed,0.771,2.524,1.105,0.101,15.5%,2.3x,25.0x,10.1%,16.0%,75.5%,72.3%
2023-07-01,MEI,Methode Electronics,NYSE,Information Technology,Developed,0.231,1.252,1.18,0.078,8.7%,1.1x,16.2x,7.3%,8.3%,69.6%,65.5%
2023-07-01,EPAM,EPAM Systems,NYSE,Information Technology,Developed,0.689,13.014,4.864,0.432,12.9%,2.7x,30.1x,4.1%,15.2%,265.0%,48.5%
2023-07-01,CRUS,Cirrus Logic,NasdaqGS,Information Technology,Developed,0.609,4.441,1.898,0.177,18.2%,2.3x,25.1x,6.9%,10.8%,222.2%,72.9%
2023-07-01,ATEN,A10 Networks,NYSE,Information Technology,Developed,0.689,1.079,0.275,0.045,18.6%,3.9x,24.2x,3.6%,24.0%,140.3%,74.6%
2023-07-01,ALGM,Allegro MicroSystems,NasdaqGS,Information Technology,Developed,1.548,8.676,0.973,0.187,20.6%,8.9x,46.3x,1.3%,22.0%,212.7%,92.7%
2023-07-01,AGYS,Agilysys,NasdaqGS,Information Technology,Developed,0.18,1.713,0.198,0.015,6.8%,8.6x,134.4x,1.6%,12.3%,143.7%,77.9%
2023-06-01,VYX,NCR Voyix,NYSE,Information Technology,Developed,1.324,3.37,0.787,0.104,8.7%,0.4x,37.4x,18.0%,6.4%,19.6%,67.8%
2023-06-01,SYNA,Synaptics,NasdaqGS,Information Technology,Developed,0.581,3.314,1.604,0.18,19.8%,2.1x,18.4x,10.8%,14.5%,347.3%,54.2%
2023-06-01,SQSP,Squarespace,NYSE,Information Technology,Developed,0.794,3.98,0.896,-0.159,5.6%,4.4x,-25.1x,4.3%,77.9%,49.0%,88.1%
2023-06-01,SMTC,Semtech,NasdaqGS,Information Technology,Developed,1.699,1.422,0.757,0.061,11.4%,1.9x,23.2x,6.9%,8.2%,64.0%,33.9%
2023-06-01,SANM,Sanmina,NasdaqGS,Information Technology,Developed,0.406,3.051,8.924,0.316,5.0%,0.3x,9.9x,3.2%,15.7%,31.8%,75.7%
2023-06-01,RPD,Rapid7,NasdaqGM,Information Technology,Developed,1.145,2.895,0.711,-0.106,-13.3%,4.1x,-27.4x,1.9%,85.6%,53.1%,64.1%
2023-06-01,RNG,RingCentral,NYSE,Information Technology,Developed,2.288,3.395,2.054,-0.783,-14.3%,1.7x,-4.3x,6.1%,369.9%,46.5%,51.8%
2023-06-01,PRF,PRF,NasdaqGM,Information Technology,Developed,0.217,2.648,0.914,0.104,16.4%,2.9x,25.5x,5.3%,26.6%,49.9%,68.9%
2023-06-01,NTNX,Nutanix,NasdaqGS,Information Technology,Developed,1.477,7.042,1.754,-0.401,-18.3%,4.0x,-17.5x,2.5%,53.1%,119.9%,88.5%
2023-06-01,MXL,MaxLinear,NasdaqGS,Information Technology,Developed,0.622,2.282,1.105,0.101,15.5%,2.1x,22.6x,11.2%,16.0%,75.5%,65.3%
2023-06-01,EPAM,EPAM Systems,NYSE,Information Technology,Developed,0.544,14.936,4.864,0.432,12.9%,3.1x,34.6x,3.6%,15.2%,265.0%,55.7%
2023-06-01,CRUS,Cirrus Logic,NasdaqGS,Information Technology,Developed,0.592,4.31,1.898,0.177,18.2%,2.3x,24.4x,7.1%,10.8%,222.2%,70.7%
2023-06-01,ATEN,A10 Networks,NYSE,Information Technology,Developed,0.668,1.081,0.275,0.045,18.6%,3.9x,24.3x,3.6%,24.0%,140.3%,74.7%
2023-06-01,AGYS,Agilysys,NasdaqGS,Information Technology,Developed,0.164,1.824,0.198,0.015,6.8%,9.2x,143.1x,1.5%,12.3%,143.7%,83.0%
2023-05-01,TTMI,TTM Technologies,NasdaqGS,Information Technology,Developed,0.495,1.215,2.495,0.095,7.0%,0.5x,12.8x,14.0%,6.3%,52.9%,67.7%
2023-05-01,SYNA,Synaptics,NasdaqGS,Information Technology,Developed,0.491,3.557,1.748,0.234,21.9%,2.0x,15.2x,10.6%,19.8%,287.0%,52.4%
2023-05-01,SMTC,Semtech,NasdaqGS,Information Technology,Developed,1.55,1.231,0.757,0.061,11.4%,1.6x,20.1x,8.0%,8.2%,64.0%,29.4%
2023-05-01,RPD,Rapid7,NasdaqGM,Information Technology,Developed,1.156,2.939,0.685,-0.125,-16.3%,4.3x,-23.6x,2.0%,101.4%,54.9%,49.9%
2023-05-01,RNG,RingCentral,NYSE,Information Technology,Developed,2.168,2.702,1.988,-0.879,-17.5%,1.4x,-3.1x,5.9%,1,222.6%,41.4%,31.3%
2023-05-01,OLED,Universal Display,NasdaqGS,Information Technology,Developed,0.343,6.326,0.617,0.21,43.3%,10.3x,30.3x,1.3%,17.6%,425.8%,85.7%
2023-05-01,MXL,MaxLinear,NasdaqGS,Information Technology,Developed,0.599,1.962,1.105,0.101,15.5%,1.8x,19.4x,13.0%,16.0%,75.5%,45.7%
2023-05-01,MKSI,MKS Instruments,NasdaqGS,Information Technology,Developed,0.591,5.599,3.547,0.333,18.7%,1.6x,16.8x,6.5%,9.0%,95.6%,67.0%
2023-05-01,LSCC,Lattice Semiconductor,NasdaqGS,Information Technology,Developed,1.8,11.216,0.694,0.199,30.5%,16.2x,56.4x,1.9%,42.4%,115.4%,84.3%
2023-05-01,FORM,FormFactor,NasdaqGS,Information Technology,Developed,0.444,2.109,0.747,0.051,9.5%,2.8x,41.6x,3.2%,6.2%,159.1%,64.7%
2023-05-01,EXTR,Extreme Networks,NasdaqGS,Information Technology,Developed,1.343,2.25,1.227,0.058,6.9%,1.8x,38.8x,9.8%,57.4%,38.5%,82.9%
2023-05-01,DXC,DXC Technology,NYSE,Information Technology,Developed,1.684,5.435,14.847,0.731,9.0%,0.4x,7.6x,18.8%,15.3%,33.9%,66.3%
2023-05-01,CRUS,Cirrus Logic,NasdaqGS,Information Technology,Developed,0.629,4.7,2.015,0.327,20.8%,2.3x,14.4x,11.0%,19.9%,202.5%,76.5%
2023-05-01,AMKR,Amkor Technology,NasdaqGS,Information Technology,Developed,0.982,5.495,6.966,0.641,10.9%,0.8x,8.6x,4.7%,18.9%,85.9%,71.5%
2023-05-01,ALGM,Allegro MicroSystems,NasdaqGS,Information Technology,Developed,1.662,7.026,0.904,0.151,19.2%,7.8x,46.5x,1.7%,19.0%,243.6%,75.3%
2023-04-01,VECO,Veeco,NasdaqGS,Information Technology,Developed,0.434,1.09,0.646,0.167,9.5%,1.7x,6.5x,7.7%,32.9%,117.3%,76.8%
2023-04-01,TTMI,TTM Technologies,NasdaqGS,Information Technology,Developed,0.492,1.384,2.495,0.095,7.0%,0.6x,14.6x,12.3%,6.3%,52.9%,77.2%
2023-04-01,TER,Teradyne,NasdaqGS,Information Technology,Developed,1.638,16.745,3.155,0.716,27.6%,5.3x,23.4x,2.5%,28.5%,119.8%,89.8%
2023-04-01,SYNA,Synaptics,NasdaqGS,Information Technology,Developed,0.471,4.379,1.748,0.234,21.9%,2.5x,18.7x,8.6%,19.8%,287.0%,54.8%
2023-04-01,SMTC,Semtech,NasdaqGS,Information Technology,Developed,1.18,1.542,0.78,0.147,11.4%,2.0x,25.1x,6.4%,8.2%,64.0%,33.9%
2023-04-01,RNG,RingCentral,NYSE,Information Technology,Developed,2.088,2.964,1.988,-0.879,-17.5%,1.5x,-3.4x,5.4%,1,222.6%,41.4%,24.3%
2023-04-01,PLAB,Photronics,NasdaqGS,Information Technology,Developed,0.586,1.036,0.846,0.176,27.2%,1.2x,9.4x,11.5%,12.5%,187.6%,64.2%
2023-04-01,NTNX,Nutanix,NasdaqGS,Information Technology,Developed,1.519,5.981,1.636,-0.477,-23.8%,3.7x,-12.5x,1.1%,64.0%,120.9%,77.0%
2023-04-01,MKSI,MKS Instruments,NasdaqGS,Information Technology,Developed,0.668,5.908,3.547,0.333,18.7%,1.7x,17.7x,6.2%,9.0%,95.6%,58.5%
2023-04-01,INTC,Intel,NasdaqGS,Information Technology,Developed,47.014,135.2,63.054,8.017,3.7%,2.1x,16.9x,-7.1%,8.1%,88.1%,68.4%
2023-04-01,FORM,FormFactor,NasdaqGS,Information Technology,Developed,0.48,2.457,0.748,0.095,9.5%,3.3x,48.4x,2.7%,6.2%,159.1%,73.6%
2023-04-01,EXTR,Extreme Networks,NasdaqGS,Information Technology,Developed,1.405,2.47,1.18,0.049,6.3%,2.1x,50.7x,6.9%,63.2%,38.4%,90.9%
2023-04-01,DXC,DXC Technology,NYSE,Information Technology,Developed,1.669,5.82,14.847,0.731,9.0%,0.4x,8.1x,17.6%,15.3%,33.9%,71.0%
2023-04-01,AMKR,Amkor Technology,NasdaqGS,Information Technology,Developed,1.101,6.382,7.092,0.767,12.7%,0.9x,8.3x,3.0%,23.2%,74.7%,83.2%
2023-04-01,AKAM,Akamai,NasdaqGS,Information Technology,Developed,1.709,12.239,3.617,0.524,19.9%,3.4x,23.4x,8.4%,11.8%,135.0%,63.5%
2023-03-01,VIAV,Viavi Solutions,NasdaqGS,Information Technology,Developed,1.735,2.421,1.246,0.077,13.7%,1.9x,31.6x,4.3%,10.5%,147.7%,64.5%
2023-03-01,VECO,Veeco,NasdaqGS,Information Technology,Developed,0.341,1.119,0.646,0.167,9.5%,1.7x,6.7x,7.5%,32.9%,117.3%,76.3%
2023-03-01,SYNA,Synaptics,NasdaqGS,Information Technology,Developed,0.452,4.653,1.748,0.234,21.9%,2.7x,19.9x,8.1%,19.8%,287.0%,49.2%
2023-03-01,SMTC,Semtech,NasdaqGS,Information Technology,Developed,1.171,1.985,0.78,0.147,22.5%,2.5x,13.5x,8.3%,19.5%,443.2%,42.3%
2023-03-01,RPD,Rapid7,NasdaqGM,Information Technology,Developed,1.155,2.836,0.685,-0.125,-16.3%,4.1x,-22.7x,2.0%,101.4%,54.9%,39.9%
2023-03-01,RNG,RingCentral,NYSE,Information Technology,Developed,1.918,3.154,1.988,-0.879,-17.5%,1.6x,-3.6x,5.0%,1,222.6%,41.4%,25.5%
2023-03-01,QCOM,Qualcomm,NasdaqGS,Information Technology,Developed,7.771,137.9,42.958,11.772,31.4%,3.2x,11.6x,5.8%,78.7%,81.7%,74.1%
2023-03-01,PRO,PROS,NYSE,Information Technology,Developed,0.279,1.212,0.276,-0.082,-27.7%,4.4x,-14.7x,-2.0%,515.8%,126.5%,75.2%
2023-03-01,NTNX,Nutanix,NasdaqGS,Information Technology,Developed,1.947,6.551,1.636,-0.477,-23.8%,4.0x,-13.7x,1.0%,64.0%,120.9%,84.4%
2023-03-01,MXL,MaxLinear,NasdaqGS,Information Technology,Developed,0.525,2.73,1.12,0.101,16.5%,2.4x,21.8x,12.7%,21.5%,60.4%,54.3%
2023-03-01,MKSI,MKS Instruments,NasdaqGS,Information Technology,Developed,0.751,6.288,3.547,0.333,20.4%,1.8x,18.9x,5.8%,9.0%,95.6%,58.2%
2023-03-01,INTC,Intel,NasdaqGS,Information Technology,Developed,41.436,104.8,63.054,8.017,3.7%,1.7x,13.1x,-9.2%,8.1%,88.1%,50.4%
2023-03-01,AMKR,Amkor Technology,NasdaqGS,Information Technology,Developed,1.003,6.419,7.092,0.767,12.7%,0.9x,8.4x,3.0%,23.2%,74.7%,83.6%
2023-03-01,AKAM,Akamai,NasdaqGS,Information Technology,Developed,1.516,11.416,3.617,0.524,19.9%,3.2x,21.8x,9.1%,11.8%,135.0%,59.3%
2023-03-01,AGYS,Agilysys,NasdaqGS,Information Technology,Developed,0.155,1.998,0.198,0.015,7.0%,10.4x,187.6x,1.0%,10.4%,130.4%,93.9%
2023-02-01,ZM,Zoom Video,NasdaqGS,Information Technology,Developed,3.662,22.833,4.347,0.698,16.0%,5.3x,32.7x,5.2%,12.8%,272.4%,50.1%
2023-02-01,VYX,NCR Voyix,NYSE,Information Technology,Developed,0.993,3.857,0.787,0.14,9.7%,0.5x,32.4x,10.0%,9.1%,16.1%,63.0%
2023-02-01,VECO,Veeco,NasdaqGS,Information Technology,Developed,0.398,1.073,0.645,0.046,10.3%,1.7x,23.2x,5.7%,10.5%,104.1%,69.2%
2023-02-01,SYNA,Synaptics,NasdaqGS,Information Technology,Developed,0.47,5.296,1.815,0.281,23.1%,2.9x,18.8x,8.5%,24.2%,249.6%,55.4%
2023-02-01,SMTC,Semtech,NasdaqGS,Information Technology,Developed,1.214,2.197,0.78,0.147,22.5%,2.8x,14.9x,7.5%,19.5%,443.2%,46.4%
2023-02-01,RNG,RingCentral,NYSE,Information Technology,Developed,1.92,4.06,1.912,-0.714,-20.6%,2.1x,-5.7x,4.2%,714.8%,47.8%,23.6%
2023-02-01,OLED,Universal Display,NasdaqGS,Information Technology,Developed,0.359,6.417,0.594,0.191,40.5%,10.8x,33.8x,2.1%,16.9%,498.4%,77.6%
2023-02-01,NTNX,Nutanix,NasdaqGS,Information Technology,Developed,2.157,6.572,1.636,-0.477,-23.8%,4.0x,-13.8x,1.0%,64.0%,120.9%,84.7%
2023-02-01,MXL,MaxLinear,NasdaqGS,Information Technology,Developed,0.474,3.405,1.12,0.101,16.5%,3.0x,27.2x,10.2%,21.5%,60.4%,66.0%
2023-02-01,LITE,Lumentum Holdings,NasdaqGS,Information Technology,Developed,1.06,4.145,1.771,0.117,13.5%,2.3x,35.4x,7.8%,6.7%,202.4%,57.9%
2023-02-01,IPGP,IPG Photonics,NasdaqGS,Information Technology,Developed,0.268,5.592,1.46,0.269,22.3%,3.8x,20.9x,2.5%,10.1%,417.4%,70.9%
2023-02-01,INTC,Intel,NasdaqGS,Information Technology,Developed,38.915,120.3,63.054,8.017,3.7%,1.9x,15.0x,-8.0%,8.1%,88.1%,57.1%
2023-02-01,FORM,FormFactor,NasdaqGS,Information Technology,Developed,0.553,2.248,0.787,0.09,13.9%,2.9x,24.9x,4.3%,11.3%,153.6%,65.7%
2023-02-01,EXTR,Extreme Networks,NasdaqGS,Information Technology,Developed,1.316,2.354,1.18,0.049,6.3%,2.0x,48.3x,7.3%,63.2%,38.4%,86.6%
2023-02-01,DXC,DXC Technology,NYSE,Information Technology,Developed,1.665,6.635,14.847,0.731,9.5%,0.4x,9.2x,15.4%,14.8%,33.9%,72.7%
2023-01-01,ZM,Zoom Video,NasdaqGS,Information Technology,Developed,3.768,19.802,4.347,0.698,16.0%,4.6x,28.4x,6.0%,12.8%,272.4%,35.4%
2023-01-01,WDC,Western Digital,NasdaqGS,Information Technology,Developed,4.956,10.022,17.478,0.917,10.6%,0.6x,10.9x,1.7%,7.8%,41.3%,45.5%
2023-01-01,VYX,NCR Voyix,NYSE,Information Technology,Developed,1.287,3.217,0.787,0.14,9.7%,0.4x,27.0x,12.0%,9.1%,16.1%,52.5%
2023-01-01,UCTT,Ultra Clean,NasdaqGS,Information Technology,Developed,0.281,1.508,2.423,0.071,9.8%,0.6x,26.0x,2.9%,7.0%,111.3%,54.8%
2023-01-01,SMTC,Semtech,NasdaqGS,Information Technology,Developed,1.378,1.832,0.78,0.147,22.5%,2.3x,12.4x,9.1%,19.5%,443.2%,31.1%
2023-01-01,RNG,RingCentral,NYSE,Information Technology,Developed,2.156,3.399,1.912,-0.714,-20.6%,1.8x,-4.8x,5.0%,714.8%,47.8%,17.9%
2023-01-01,QRVO,Qorvo,NasdaqGS,Information Technology,Developed,1.278,9.19,4.474,0.686,22.4%,2.1x,13.4x,8.8%,15.2%,119.3%,55.6%
2023-01-01,OLED,Universal Display,NasdaqGS,Information Technology,Developed,0.364,5.103,0.594,0.191,40.5%,8.6x,26.9x,2.7%,16.9%,498.4%,61.1%
2023-01-01,NTNX,Nutanix,NasdaqGS,Information Technology,Developed,2.611,5.994,1.636,-0.477,-23.8%,3.7x,-12.6x,1.1%,64.0%,120.9%,77.2%
2023-01-01,MU,Micron,NasdaqGS,Information Technology,Developed,17.491,54.537,27.156,6.186,25.2%,2.0x,8.8x,1.7%,13.0%,162.2%,51.2%
2023-01-01,MKSI,MKS Instruments,NasdaqGS,Information Technology,Developed,0.804,5.635,3.225,0.429,21.4%,1.7x,13.1x,7.2%,12.5%,87.5%,47.2%
2023-01-01,LITE,Lumentum Holdings,NasdaqGS,Information Technology,Developed,1.077,3.556,1.771,0.117,13.5%,2.0x,30.4x,9.1%,6.7%,202.4%,47.9%
2023-01-01,IPGP,IPG Photonics,NasdaqGS,Information Technology,Developed,0.277,4.612,1.46,0.269,22.3%,3.2x,17.2x,3.1%,10.1%,417.4%,53.6%
2023-01-01,FORM,FormFactor,NasdaqGS,Information Technology,Developed,0.645,1.712,0.787,0.09,13.9%,2.2x,18.9x,5.6%,11.3%,153.6%,46.8%
2023-01-01,DXC,DXC Technology,NYSE,Information Technology,Developed,2.106,6.097,15.367,0.772,9.2%,0.4x,8.1x,18.2%,16.1%,38.5%,66.8%
2022-12-01,ZM,Zoom Video,NasdaqGS,Information Technology,Developed,4.069,22.635,4.347,0.698,16.0%,5.2x,32.4x,5.3%,12.8%,272.4%,37.7%
2022-12-01,WDC,Western Digital,NasdaqGS,Information Technology,Developed,4.929,11.385,18.793,1.5,13.1%,0.7x,12.4x,1.5%,7.8%,41.3%,51.7%
2022-12-01,VYX,NCR Voyix,NYSE,Information Technology,Developed,1.757,3.266,0.787,0.14,9.7%,0.4x,27.4x,11.8%,9.1%,16.1%,51.8%
2022-12-01,SYNA,Synaptics,NasdaqGS,Information Technology,Developed,0.577,4.196,1.815,0.281,23.1%,2.3x,14.9x,10.7%,24.2%,249.6%,35.2%
2022-12-01,SMTC,Semtech,NasdaqGS,Information Technology,Developed,1.25,1.904,0.78,0.159,22.5%,2.4x,12.9x,8.7%,19.5%,443.2%,32.4%
2022-12-01,RNG,RingCentral,NYSE,Information Technology,Developed,2.11,3.732,1.912,-0.714,-20.6%,2.0x,-5.2x,4.5%,714.8%,47.8%,17.9%
2022-12-01,QRVO,Qorvo,NasdaqGS,Information Technology,Developed,1.359,9.86,4.474,0.686,22.4%,2.2x,14.4x,8.2%,15.2%,119.3%,59.3%
2022-12-01,OLED,Universal Display,NasdaqGS,Information Technology,Developed,0.428,5.333,0.594,0.191,40.5%,9.0x,28.1x,2.6%,16.9%,498.4%,63.6%
2022-12-01,NTNX,Nutanix,NasdaqGS,Information Technology,Developed,2.743,7.027,1.636,-0.477,-23.8%,4.3x,-14.7x,0.9%,64.0%,120.9%,88.0%
2022-12-01,MXL,MaxLinear,NasdaqGS,Information Technology,Developed,0.611,2.879,1.078,0.122,15.7%,2.7x,23.6x,10.4%,22.8%,57.0%,47.0%
2022-12-01,MKSI,MKS Instruments,NasdaqGS,Information Technology,Developed,0.747,5.539,3.225,0.429,21.4%,1.7x,12.9x,7.3%,12.5%,87.5%,46.4%
2022-12-01,LITE,Lumentum Holdings,NasdaqGS,Information Technology,Developed,1.012,3.705,1.771,0.117,13.5%,2.1x,31.7x,8.7%,6.7%,202.4%,49.9%
2022-12-01,IPGP,IPG Photonics,NasdaqGS,Information Technology,Developed,0.299,4.52,1.491,0.267,23.7%,3.1x,16.9x,3.1%,10.1%,417.4%,52.5%
2022-12-01,FORM,FormFactor,NasdaqGS,Information Technology,Developed,0.631,1.816,0.787,0.09,13.9%,2.3x,20.1x,5.3%,11.3%,153.6%,49.7%
2022-12-01,DXC,DXC Technology,NYSE,Information Technology,Developed,3.113,6.773,15.37,0.772,9.2%,0.4x,8.9x,16.3%,16.1%,38.5%,74.2%
2022-11-01,ZM,Zoom Video,NasdaqGS,Information Technology,Developed,4.37,24.672,4.295,0.99,19.7%,5.7x,24.9x,5.2%,18.6%,295.7%,28.5%
2022-11-01,WDC,Western Digital,NasdaqGS,Information Technology,Developed,4.62,11.335,18.793,1.5,13.1%,0.6x,12.4x,1.5%,7.8%,41.3%,51.5%
2022-11-01,VYX,NCR Voyix,NYSE,Information Technology,Developed,1.961,2.935,0.787,0.14,9.7%,0.4x,24.7x,13.2%,9.1%,16.1%,46.5%
2022-11-01,VNT,Vontier,NYSE,Information Technology,Developed,1.219,3.091,3.083,0.523,19.9%,1.0x,5.9x,8.4%,123.9%,30.9%,56.8%
2022-11-01,VISN,Vistacent Networks,NasdaqGS,Information Technology,Developed,2.92,2.702,0.886,-0.412,3.2%,0.3x,-5.8x,-6.7%,233.4%,10.6%,94.5%
2022-11-01,SYNA,Synaptics,NasdaqGS,Information Technology,Developed,0.545,3.601,1.74,0.258,21.2%,2.1x,14.0x,12.0%,23.1%,189.0%,30.1%
